engine,symbol,side,entry_time,exit_time,entry,exit,pnl,reason,hit_tp1,hit_tp2,hit_tp3
E1 Swing Structure,Nifty,CE,2026-05-25 14:45:00+05:30,2026-05-26 09:15:00+05:30,55.875390625,43.875390625,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-05-27 10:25:00+05:30,2026-05-27 10:40:00+05:30,56.3248046875,44.3248046875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-02 13:20:00+05:30,2026-06-02 14:20:00+05:30,132.7505859375,167.7505859375,35.0,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-06-03 13:45:00+05:30,2026-06-03 13:50:00+05:30,78.525,66.525,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-04 14:35:00+05:30,2026-06-04 14:50:00+05:30,81.6998046875,69.6998046875,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-06-09 14:50:00+05:30,2026-06-09 15:00:00+05:30,45.9255859375,33.9255859375,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-10 09:45:00+05:30,2026-06-10 10:00:00+05:30,65.475,53.474999999999994,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-12 13:30:00+05:30,2026-06-12 13:45:00+05:30,23.3001953125,58.3001953125,35.0,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-06-12 14:10:00+05:30,2026-06-12 14:50:00+05:30,72.5748046875,107.5748046875,35.0,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-06-15 10:45:00+05:30,2026-06-15 11:10:00+05:30,59.05,47.05,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-06-16 09:25:00+05:30,2026-06-16 10:00:00+05:30,42.2,30.200000000000003,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-06-16 10:35:00+05:30,2026-06-16 11:05:00+05:30,53.375390625,41.375390625,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-16 13:35:00+05:30,2026-06-17 09:15:00+05:30,50.5251953125,38.5251953125,-12.0,SL,True,True,False
E1 Swing Structure,Nifty,CE,2026-06-17 09:45:00+05:30,2026-06-17 11:55:00+05:30,81.4505859375,73.075,-8.375585937499991,Engine SELL,True,True,False
E1 Swing Structure,Nifty,CE,2026-06-19 14:10:00+05:30,2026-06-19 14:20:00+05:30,36.4244140625,24.4244140625,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-22 09:20:00+05:30,2026-06-22 09:35:00+05:30,47.199609375,35.199609375,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-23 09:55:00+05:30,2026-06-23 10:25:00+05:30,66.425,54.425,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-06-24 10:10:00+05:30,2026-06-24 11:05:00+05:30,73.0501953125,108.0501953125,35.0,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-06-24 13:30:00+05:30,2026-06-24 13:55:00+05:30,144.27578125,132.27578125,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-06-25 10:45:00+05:30,2026-06-25 11:05:00+05:30,71.72578125,59.72578125,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-01 09:35:00+05:30,2026-07-01 10:20:00+05:30,50.425390625,85.425390625,35.00000000000001,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-07-02 13:15:00+05:30,2026-07-02 13:35:00+05:30,62.425,50.425,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-02 14:45:00+05:30,2026-07-02 15:15:00+05:30,75.000390625,63.000390624999994,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-06 10:25:00+05:30,2026-07-06 13:50:00+05:30,63.65,63.0244140625,-0.6255859374999986,Engine SELL,True,True,False
E1 Swing Structure,Nifty,CE,2026-07-07 11:10:00+05:30,2026-07-07 12:15:00+05:30,62.4748046875,50.4748046875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-09 09:30:00+05:30,2026-07-09 10:35:00+05:30,61.7501953125,49.7501953125,-12.0,SL,True,True,False
E1 Swing Structure,Nifty,CE,2026-07-13 10:40:00+05:30,2026-07-13 10:55:00+05:30,93.7751953125,81.7751953125,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-13 14:50:00+05:30,2026-07-13 15:00:00+05:30,140.7,128.7,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-15 09:20:00+05:30,2026-07-15 11:10:00+05:30,61.475,49.475,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-07-17 09:20:00+05:30,2026-07-17 10:15:00+05:30,41.2494140625,76.2494140625,34.99999999999999,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-07-17 10:50:00+05:30,2026-07-17 11:10:00+05:30,70.874609375,58.874609375000006,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-17 14:15:00+05:30,2026-07-17 14:25:00+05:30,91.32421875,79.32421875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-20 13:20:00+05:30,2026-07-21 09:15:00+05:30,45.15,33.15,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-07-23 10:35:00+05:30,2026-07-23 11:25:00+05:30,64.725,52.724999999999994,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-07-24 13:15:00+05:30,2026-07-24 13:30:00+05:30,52.4005859375,40.4005859375,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-24 14:00:00+05:30,2026-07-24 14:10:00+05:30,64.1755859375,52.1755859375,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-27 09:25:00+05:30,2026-07-27 09:55:00+05:30,53.52421875,41.52421875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-27 14:00:00+05:30,2026-07-28 09:15:00+05:30,67.6248046875,55.6248046875,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-07-29 09:25:00+05:30,2026-07-29 12:25:00+05:30,35.4001953125,51.5001953125,16.099999999999994,Engine SELL,True,True,False
E1 Swing Structure,Nifty,CE,2026-07-29 14:15:00+05:30,2026-07-29 14:40:00+05:30,74.5,62.5,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-07-31 13:15:00+05:30,2026-07-31 13:30:00+05:30,67.8498046875,55.8498046875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-08-03 10:15:00+05:30,2026-08-03 10:30:00+05:30,67.225390625,55.225390625,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-08-03 11:00:00+05:30,2026-08-03 12:45:00+05:30,70.875390625,58.875390624999994,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-08-05 09:35:00+05:30,2026-08-05 09:50:00+05:30,32.82578125,20.82578125,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-08-06 09:20:00+05:30,2026-08-06 10:00:00+05:30,45.625390625,33.625390625,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-08-06 11:10:00+05:30,2026-08-06 11:40:00+05:30,49.8,37.8,-12.0,SL,True,False,False
E1 Swing Structure,Nifty,CE,2026-08-12 14:50:00+05:30,2026-08-12 15:25:00+05:30,12.974414062500001,47.9744140625,35.0,TP3,True,True,True
E1 Swing Structure,Nifty,CE,2026-08-13 09:35:00+05:30,2026-08-13 10:25:00+05:30,37.9498046875,25.9498046875,-12.0,SL,False,False,False
E1 Swing Structure,Nifty,CE,2026-08-14 13:45:00+05:30,2026-08-14 15:10:00+05:30,62.4,50.4,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-05-25 14:45:00+05:30,2026-05-26 09:15:00+05:30,55.875390625,43.875390625,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-05-27 10:25:00+05:30,2026-05-27 10:40:00+05:30,56.3248046875,44.3248046875,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-05-27 11:05:00+05:30,2026-05-27 11:50:00+05:30,56.4255859375,44.4255859375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-04 10:05:00+05:30,2026-06-04 10:30:00+05:30,82.4501953125,70.4501953125,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-04 14:35:00+05:30,2026-06-04 14:50:00+05:30,81.6998046875,69.6998046875,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-10 09:45:00+05:30,2026-06-10 10:00:00+05:30,65.475,53.474999999999994,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-10 13:25:00+05:30,2026-06-10 13:40:00+05:30,68.4501953125,56.4501953125,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-12 14:00:00+05:30,2026-06-12 14:45:00+05:30,68.7244140625,103.7244140625,35.0,TP3,True,True,True
E2 Opening Range Breakout,Nifty,CE,2026-06-16 10:35:00+05:30,2026-06-16 11:05:00+05:30,53.375390625,41.375390625,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-06-16 14:05:00+05:30,2026-06-17 09:15:00+05:30,56.399609375,44.399609375,-12.0,SL,True,True,False
E2 Opening Range Breakout,Nifty,CE,2026-06-17 09:45:00+05:30,2026-06-17 11:55:00+05:30,81.4505859375,73.075,-8.375585937499991,Engine SELL,True,True,False
E2 Opening Range Breakout,Nifty,CE,2026-07-01 09:40:00+05:30,2026-07-01 10:20:00+05:30,52.625,87.625,35.0,TP3,True,True,True
E2 Opening Range Breakout,Nifty,CE,2026-07-02 09:35:00+05:30,2026-07-02 09:55:00+05:30,66.70078125,54.700781250000006,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-06 09:45:00+05:30,2026-07-06 13:50:00+05:30,52.9994140625,63.0244140625,10.024999999999999,Engine SELL,True,True,False
E2 Opening Range Breakout,Nifty,CE,2026-07-09 09:35:00+05:30,2026-07-09 10:35:00+05:30,68.0494140625,56.049414062500006,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-09 13:35:00+05:30,2026-07-09 13:50:00+05:30,72.5251953125,62.099609375,-10.425585937500003,Engine SELL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-10 09:45:00+05:30,2026-07-10 11:05:00+05:30,61.9251953125,49.9251953125,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-17 09:40:00+05:30,2026-07-17 13:40:00+05:30,60.2998046875,65.05,4.750195312499997,Engine SELL,True,True,False
E2 Opening Range Breakout,Nifty,CE,2026-07-23 10:35:00+05:30,2026-07-23 11:25:00+05:30,64.725,52.724999999999994,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-24 13:15:00+05:30,2026-07-24 13:30:00+05:30,52.4005859375,40.4005859375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-24 13:55:00+05:30,2026-07-24 14:20:00+05:30,57.225,45.225,-12.0,SL,True,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-27 14:10:00+05:30,2026-07-28 09:15:00+05:30,72.9498046875,60.949804687500006,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-29 09:35:00+05:30,2026-07-29 09:55:00+05:30,50.0005859375,38.0005859375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-07-31 13:55:00+05:30,2026-07-31 14:05:00+05:30,62.449609375,50.449609375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-08-03 10:15:00+05:30,2026-08-03 10:30:00+05:30,67.225390625,55.225390625,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-08-03 13:30:00+05:30,2026-08-03 13:50:00+05:30,66.2005859375,60.0751953125,-6.125390624999994,Engine SELL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-08-06 09:45:00+05:30,2026-08-06 09:55:00+05:30,55.9505859375,43.9505859375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-08-06 11:15:00+05:30,2026-08-06 11:40:00+05:30,55.3755859375,43.3755859375,-12.0,SL,False,False,False
E2 Opening Range Breakout,Nifty,CE,2026-08-14 13:55:00+05:30,2026-08-14 14:25:00+05:30,67.750390625,55.750390624999994,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-05-26 09:20:00+05:30,2026-05-26 09:50:00+05:30,43.8744140625,50.6248046875,6.750390625000001,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-05-29 10:05:00+05:30,2026-05-29 10:25:00+05:30,28.44921875,16.44921875,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-04 11:10:00+05:30,2026-06-04 11:15:00+05:30,64.524609375,55.9751953125,-8.549414062499999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-05 09:40:00+05:30,2026-06-05 09:45:00+05:30,49.224609375,37.224609375,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-05 10:15:00+05:30,2026-06-05 10:25:00+05:30,49.3748046875,45.1001953125,-4.274609375000004,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-09 09:30:00+05:30,2026-06-09 09:35:00+05:30,41.9748046875,29.974804687499997,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-09 13:25:00+05:30,2026-06-09 13:30:00+05:30,17.4248046875,15.475000000000001,-1.9498046874999986,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-12 13:30:00+05:30,2026-06-12 13:45:00+05:30,23.3001953125,58.3001953125,35.0,TP3,True,True,True
E3 VWAP Reclaim,Nifty,CE,2026-06-15 09:45:00+05:30,2026-06-15 09:50:00+05:30,52.2005859375,45.3005859375,-6.899999999999999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-15 10:30:00+05:30,2026-06-15 11:10:00+05:30,51.4501953125,47.575390625,-3.874804687500003,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-16 09:25:00+05:30,2026-06-16 09:40:00+05:30,42.2,31.6748046875,-10.525195312500003,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-16 10:15:00+05:30,2026-06-16 11:15:00+05:30,35.825,34.8501953125,-0.9748046875000043,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-06-18 09:40:00+05:30,2026-06-18 10:25:00+05:30,52.375,51.1998046875,-1.1751953125000014,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-19 14:00:00+05:30,2026-06-19 14:20:00+05:30,29.400195312500003,20.975,-8.425195312500001,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-22 09:20:00+05:30,2026-06-22 09:35:00+05:30,47.199609375,35.199609375,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-06-25 09:45:00+05:30,2026-06-25 11:55:00+05:30,57.0501953125,92.0501953125,34.99999999999999,TP3,True,True,True
E3 VWAP Reclaim,Nifty,CE,2026-07-01 09:35:00+05:30,2026-07-01 10:20:00+05:30,50.425390625,85.425390625,35.00000000000001,TP3,True,True,True
E3 VWAP Reclaim,Nifty,CE,2026-07-01 10:45:00+05:30,2026-07-01 12:05:00+05:30,65.2248046875,100.2248046875,35.0,TP3,True,True,True
E3 VWAP Reclaim,Nifty,CE,2026-07-02 09:20:00+05:30,2026-07-02 10:00:00+05:30,54.7005859375,50.57578125,-4.124804687500003,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-03 09:20:00+05:30,2026-07-03 09:40:00+05:30,55.4994140625,56.224609375,0.7251953124999986,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-03 10:05:00+05:30,2026-07-03 10:10:00+05:30,56.0498046875,51.79921875,-4.250585937499999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-03 10:45:00+05:30,2026-07-03 10:55:00+05:30,59.399609375,55.5,-3.899609374999997,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-07 09:40:00+05:30,2026-07-07 10:40:00+05:30,38.5244140625,42.2,3.675585937500003,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-07-09 10:20:00+05:30,2026-07-09 10:30:00+05:30,69.024609375,57.024609375,-12.0,SL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-09 13:15:00+05:30,2026-07-09 13:20:00+05:30,62.2501953125,54.65,-7.600195312499999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-10 09:20:00+05:30,2026-07-10 11:05:00+05:30,45.875390625,47.25078125,1.3753906250000014,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-07-10 13:35:00+05:30,2026-07-10 13:45:00+05:30,48.9001953125,46.8755859375,-2.0246093750000043,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-15 09:20:00+05:30,2026-07-15 10:55:00+05:30,61.475,55.8251953125,-5.649804687500001,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-16 09:40:00+05:30,2026-07-16 09:45:00+05:30,31.1494140625,21.8744140625,-9.274999999999999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-16 10:45:00+05:30,2026-07-16 12:00:00+05:30,31.9494140625,25.8498046875,-6.099609375,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-07-21 09:25:00+05:30,2026-07-21 09:30:00+05:30,35.6248046875,25.05,-10.574804687500002,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-27 09:20:00+05:30,2026-07-27 09:50:00+05:30,48.3998046875,49.4998046875,1.1000000000000014,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-27 10:55:00+05:30,2026-07-27 11:00:00+05:30,47.57421875,45.725,-1.8492187499999986,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-28 10:40:00+05:30,2026-07-28 11:20:00+05:30,32.4001953125,28.650390625,-3.749804687500003,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-29 10:00:00+05:30,2026-07-29 12:40:00+05:30,47.425390625,50.7005859375,3.275195312500003,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-30 09:45:00+05:30,2026-07-30 09:50:00+05:30,41.6,36.674609375,-4.925390624999999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-30 11:10:00+05:30,2026-07-30 11:40:00+05:30,35.8,35.124609375,-0.6753906249999986,Engine SELL,True,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-30 13:20:00+05:30,2026-07-30 13:25:00+05:30,39.0494140625,33.9248046875,-5.124609374999999,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-31 09:40:00+05:30,2026-07-31 10:05:00+05:30,38.650390625,34.0498046875,-4.6005859375,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-07-31 11:10:00+05:30,2026-07-31 14:30:00+05:30,40.175,42.8498046875,2.6748046875,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-08-03 09:25:00+05:30,2026-08-03 12:45:00+05:30,49.7498046875,59.7,9.9501953125,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-08-03 14:00:00+05:30,2026-08-03 14:05:00+05:30,61.1248046875,60.450390625,-0.6744140625000057,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-08-05 10:50:00+05:30,2026-08-05 11:20:00+05:30,28.15,28.4501953125,0.3001953125000014,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-08-06 09:20:00+05:30,2026-08-06 09:30:00+05:30,45.625390625,38.85078125,-6.774609375000004,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-08-06 10:20:00+05:30,2026-08-06 10:25:00+05:30,44.4005859375,42.775,-1.6255859374999986,Engine SELL,False,False,False
E3 VWAP Reclaim,Nifty,CE,2026-08-06 11:05:00+05:30,2026-08-06 11:40:00+05:30,42.9001953125,39.5005859375,-3.3996093750000043,Engine SELL,True,True,False
E3 VWAP Reclaim,Nifty,CE,2026-08-14 13:35:00+05:30,2026-08-14 15:10:00+05:30,45.00078125,45.225,0.22421874999999858,Engine SELL,True,True,False
E4 Prev Day High/Low Break,Nifty,CE,2026-06-10 09:45:00+05:30,2026-06-10 10:00:00+05:30,65.475,53.474999999999994,-12.0,SL,False,False,False
E4 Prev Day High/Low Break,Nifty,CE,2026-06-10 13:25:00+05:30,2026-06-10 13:40:00+05:30,68.4501953125,56.4501953125,-12.0,SL,False,False,False
E4 Prev Day High/Low Break,Nifty,CE,2026-06-24 10:10:00+05:30,2026-06-24 11:05:00+05:30,73.0501953125,108.0501953125,35.0,TP3,True,True,True
E4 Prev Day High/Low Break,Nifty,CE,2026-07-09 09:30:00+05:30,2026-07-09 10:35:00+05:30,61.7501953125,49.7501953125,-12.0,SL,True,True,False
E4 Prev Day High/Low Break,Nifty,CE,2026-07-09 13:30:00+05:30,2026-07-09 14:05:00+05:30,66.0248046875,54.024804687499994,-12.0,SL,True,False,False
E4 Prev Day High/Low Break,Nifty,CE,2026-07-17 09:35:00+05:30,2026-07-17 12:45:00+05:30,54.5494140625,89.5494140625,35.00000000000001,TP3,True,True,True
E5 Pullback Continuation,Nifty,CE,2026-05-26 09:35:00+05:30,2026-05-26 09:50:00+05:30,67.8248046875,55.824804687500006,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-05-26 10:50:00+05:30,2026-05-26 11:15:00+05:30,69.9244140625,57.924414062500006,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-05-27 10:45:00+05:30,2026-05-27 11:35:00+05:30,45.1251953125,47.825390625,2.7001953125,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-02 14:20:00+05:30,2026-06-02 14:25:00+05:30,160.225,148.225,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-03 13:45:00+05:30,2026-06-03 13:50:00+05:30,78.525,66.525,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-04 10:40:00+05:30,2026-06-04 11:00:00+05:30,69.825,57.825,-12.0,SL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-10 09:20:00+05:30,2026-06-10 10:10:00+05:30,40.0248046875,33.6498046875,-6.375,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-10 13:25:00+05:30,2026-06-10 13:30:00+05:30,68.4501953125,59.975,-8.475195312499999,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-11 11:15:00+05:30,2026-06-11 11:45:00+05:30,80.7251953125,115.7251953125,35.0,TP3,True,True,True
E5 Pullback Continuation,Nifty,CE,2026-06-16 09:45:00+05:30,2026-06-16 10:00:00+05:30,40.1751953125,28.1751953125,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-16 13:55:00+05:30,2026-06-16 14:40:00+05:30,48.500390625,46.1748046875,-2.3255859375000014,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-17 10:05:00+05:30,2026-06-17 11:35:00+05:30,79.400390625,83.2248046875,3.824414062499997,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-18 13:25:00+05:30,2026-06-18 13:45:00+05:30,51.3994140625,48.65,-2.7494140625000014,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-22 09:20:00+05:30,2026-06-22 09:35:00+05:30,47.199609375,35.199609375,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-22 10:35:00+05:30,2026-06-22 11:40:00+05:30,53.1244140625,48.749609375,-4.374804687500003,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-23 10:05:00+05:30,2026-06-23 10:40:00+05:30,63.3994140625,52.2498046875,-11.149609374999997,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-06-24 10:55:00+05:30,2026-06-24 12:30:00+05:30,89.0,98.775,9.775000000000006,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-06-24 14:10:00+05:30,2026-06-24 14:35:00+05:30,135.2505859375,126.15,-9.1005859375,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-01 10:50:00+05:30,2026-07-01 12:05:00+05:30,68.050390625,103.050390625,35.0,TP3,True,True,True
E5 Pullback Continuation,Nifty,CE,2026-07-01 13:15:00+05:30,2026-07-01 13:20:00+05:30,88.700390625,82.874609375,-5.8257812499999915,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-01 14:00:00+05:30,2026-07-01 14:30:00+05:30,85.575,80.075390625,-5.499609375000006,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-02 13:30:00+05:30,2026-07-02 13:45:00+05:30,60.2005859375,50.82578125,-9.374804687500003,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-03 09:35:00+05:30,2026-07-03 09:40:00+05:30,68.1744140625,56.174414062500006,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-06 10:15:00+05:30,2026-07-06 12:50:00+05:30,56.924609375,71.6251953125,14.700585937499994,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-07-06 13:35:00+05:30,2026-07-06 13:40:00+05:30,81.7244140625,74.1251953125,-7.599218750000006,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-09 10:20:00+05:30,2026-07-09 10:30:00+05:30,69.024609375,57.024609375,-12.0,SL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-09 11:15:00+05:30,2026-07-09 11:25:00+05:30,53.525,88.525,35.00000000000001,TP3,True,True,True
E5 Pullback Continuation,Nifty,CE,2026-07-10 10:40:00+05:30,2026-07-10 11:00:00+05:30,61.5251953125,54.02578125,-7.499414062500001,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-13 10:55:00+05:30,2026-07-13 12:35:00+05:30,88.7255859375,123.7255859375,35.0,TP3,True,True,True
E5 Pullback Continuation,Nifty,CE,2026-07-13 13:45:00+05:30,2026-07-13 13:50:00+05:30,117.8755859375,113.650390625,-4.225195312500006,Engine SELL,False,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-13 14:40:00+05:30,2026-07-13 15:05:00+05:30,130.0498046875,122.4755859375,-7.57421875,Engine SELL,True,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-15 10:00:00+05:30,2026-07-15 11:10:00+05:30,58.6255859375,49.3,-9.325585937500001,Engine SELL,True,False,False
E5 Pullback Continuation,Nifty,CE,2026-07-16 10:45:00+05:30,2026-07-16 12:00:00+05:30,31.9494140625,25.8498046875,-6.099609375,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-07-17 10:05:00+05:30,2026-07-17 11:10:00+05:30,60.1748046875,60.3498046875,0.17499999999999716,Engine SELL,True,True,False
E5 Pullback Continuation,Nifty,CE,2026-07-20 14:15:00+05:30,2026-07-20 14:35:00+05:30,53.275390625,41.275390625,-12.0,SL,False,False,False
